Entity,Code,Year,Renewables per capita (kWh - equivalent)
Colombia,COL,1995,2672.08
Colombia,COL,1996,2891.6462
Colombia,COL,1997,2537.1511
Colombia,COL,1998,2443.5574
Colombia,COL,1999,2620.48
Colombia,COL,2000,2364.1506
Colombia,COL,2001,2372.6467
Colombia,COL,2002,2489.9368
Colombia,COL,2003,2594.2683
Colombia,COL,2004,2692.0056
Colombia,COL,2005,2706.0298
Colombia,COL,2006,2907.723
Colombia,COL,2007,2968.9229
Colombia,COL,2008,3059.9507
Colombia,COL,2009,2741.441
Colombia,COL,2010,2732.4924
Colombia,COL,2011,3205.8079
Colombia,COL,2012,3119.1282
Colombia,COL,2013,2874.8784
Colombia,COL,2014,2886.8523
Colombia,COL,2015,2856.958
Colombia,COL,2016,2935.1243
Colombia,COL,2017,3462.001
Colombia,COL,2018,3376.2068
Colombia,COL,2019,3192.178
Colombia,COL,2020,2909.3535
Colombia,COL,2021,3424.7437
Croatia,HRV,1990,2308.5813
Croatia,HRV,1991,3589.6296
Croatia,HRV,1992,2684.0889
Croatia,HRV,1993,2820.075
Croatia,HRV,1994,3338.6519
Croatia,HRV,1995,3499.1038
Croatia,HRV,1996,4892.7437
Croatia,HRV,1997,3674.862
Croatia,HRV,1998,3824.7217
Croatia,HRV,1999,4705.9067
Croatia,HRV,2000,4195.8687
Croatia,HRV,2001,4681.0244
Croatia,HRV,2002,3809.632
Croatia,HRV,2003,3548.168
Croatia,HRV,2004,4950.5176
Croatia,HRV,2005,4564.725
Croatia,HRV,2006,4282.2764
Croatia,HRV,2007,3044.1472
Croatia,HRV,2008,3738.196
Croatia,HRV,2009,4774.345
Croatia,HRV,2010,5910.5103
Croatia,HRV,2011,3358.2168
Croatia,HRV,2012,3340.6604
Croatia,HRV,2013,5880.3105
Croatia,HRV,2014,6302.5723
Croatia,HRV,2015,4784.459
Croatia,HRV,2016,5353.723
Croatia,HRV,2017,4583.456
Croatia,HRV,2018,6307.8027
Croatia,HRV,2019,5443.6094
Croatia,HRV,2020,5614.0483
Croatia,HRV,2021,6921.5317
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,2.1350994
Cyprus,CYP,2005,2.5418835
Cyprus,CYP,2006,4.137275
Cyprus,CYP,2007,9.653514
Cyprus,CYP,2008,43.686348
Cyprus,CYP,2009,88.52602
Cyprus,CYP,2010,192.25307
Cyprus,CYP,2011,448.51083
Cyprus,CYP,2012,628.7554
Cyprus,CYP,2013,783.2957
Cyprus,CYP,2014,752.66974
Cyprus,CYP,2015,928.2512
Cyprus,CYP,2016,971.3986
Cyprus,CYP,2017,981.1297
Cyprus,CYP,2018,1029.8
Cyprus,CYP,2019,1130.4069
Cyprus,CYP,2020,1293.9241
Czechia,CZE,1965,680.1592
Czechia,CZE,1966,639.1847
Czechia,CZE,1967,574.7464
Czechia,CZE,1968,444.07068
Czechia,CZE,1969,362.01773
Czechia,CZE,1970,516.2812
Czechia,CZE,1971,363.87952
Czechia,CZE,1972,379.4062
Czechia,CZE,1973,322.86948
Czechia,CZE,1974,539.9897
Czechia,CZE,1975,535.0219
Czechia,CZE,1976,423.8488
Czechia,CZE,1977,573.3549
Czechia,CZE,1978,530.73346
Czechia,CZE,1979,662.0681
Czechia,CZE,1980,690.7279
Czechia,CZE,1981,592.61456
Czechia,CZE,1982,479.72797
Czechia,CZE,1983,475.21252
Czechia,CZE,1984,372.64844
Czechia,CZE,1985,479.61298
Czechia,CZE,1986,538.434
Czechia,CZE,1987,707.5249
Czechia,CZE,1988,602.3517
Czechia,CZE,1989,471.47693
Czechia,CZE,1990,333.26874
Czechia,CZE,1991,312.5351
Czechia,CZE,1992,402.06732
Czechia,CZE,1993,460.66815
Czechia,CZE,1994,513.84906
Czechia,CZE,1995,699.4709
Czechia,CZE,1996,656.0473
Czechia,CZE,1997,642.1682
Czechia,CZE,1998,584.75024
Czechia,CZE,1999,697.7142
Czechia,CZE,2000,669.1695
Czechia,CZE,2001,750.28284
Czechia,CZE,2002,864.9349
Czechia,CZE,2003,545.11475
Czechia,CZE,2004,750.53986
Czechia,CZE,2005,870.15875
Czechia,CZE,2006,1000.6308
Czechia,CZE,2007,970.0726
Czechia,CZE,2008,1065.8383
Czechia,CZE,2009,1322.4255
Czechia,CZE,2010,1646.8212
Czechia,CZE,2011,2044.5786
Czechia,CZE,2012,2278.7107
Czechia,CZE,2013,2613.9941
Czechia,CZE,2014,2576.1033
Czechia,CZE,2015,2638.5647
Czechia,CZE,2016,2622.2988
Czechia,CZE,2017,2680.8909
Czechia,CZE,2018,2611.782
Czechia,CZE,2019,2773.3538
Czechia,CZE,2020,2808.9438
Czechia,CZE,2021,2880.952
Denmark,DNK,1965,15.542367
Denmark,DNK,1966,16.029001
Denmark,DNK,1967,15.2903385
Denmark,DNK,1968,12.756765
Denmark,DNK,1969,13.286727
Denmark,DNK,1970,14.4156475
Denmark,DNK,1971,14.332609
Denmark,DNK,1972,14.247461
Denmark,DNK,1973,14.169237
Denmark,DNK,1974,14.098883
Denmark,DNK,1975,12.276428
Denmark,DNK,1976,11.062273
Denmark,DNK,1977,15.090799
Denmark,DNK,1978,17.3617
Denmark,DNK,1979,20.217688
Denmark,DNK,1980,25.731012
Denmark,DNK,1981,26.530495
Denmark,DNK,1982,28.14856
Denmark,DNK,1983,55.52643
Denmark,DNK,1984,57.175884
Denmark,DNK,1985,69.29082
Denmark,DNK,1986,120.868484
Denmark,DNK,1987,155.34167
Denmark,DNK,1988,237.00626
Denmark,DNK,1989,338.27975
Denmark,DNK,1990,497.18076
Denmark,DNK,1991,658.5099
Denmark,DNK,1992,860.1882
Denmark,DNK,1993,1051.9052
Denmark,DNK,1994,1014.4045
Denmark,DNK,1995,1076.5017
Denmark,DNK,1996,1206.6161
Denmark,DNK,1997,1684.8604
Denmark,DNK,1998,2238.5432
Denmark,DNK,1999,2492.4995
Denmark,DNK,2000,3142.428
Denmark,DNK,2001,3275.657
Denmark,DNK,2002,3779.7397
Denmark,DNK,2003,4475.641
Denmark,DNK,2004,5233.7163
Denmark,DNK,2005,5360.6343
Denmark,DNK,2006,4993.2373
Denmark,DNK,2007,5525.1396
Denmark,DNK,2008,5374.17
Denmark,DNK,2009,5325.406
Denmark,DNK,2010,6560.227
Denmark,DNK,2011,7356.1206
Denmark,DNK,2012,7620.979
Denmark,DNK,2013,8094.055
Denmark,DNK,2014,8993.219
Denmark,DNK,2015,9360.165
Denmark,DNK,2016,9063.992
Denmark,DNK,2017,10689.38
Denmark,DNK,2018,10082.696
Denmark,DNK,2019,11067.527
Denmark,DNK,2020,11147.838
Denmark,DNK,2021,12506.809
Ecuador,ECU,1965,137.95038
Ecuador,ECU,1966,153.34389
Ecuador,ECU,1967,164.08981
Ecuador,ECU,1968,166.4862
Ecuador,ECU,1969,179.47908
Ecuador,ECU,1970,194.02756
Ecuador,ECU,1971,204.86296
Ecuador,ECU,1972,201.39793
Ecuador,ECU,1973,191.39938
Ecuador,ECU,1974,213.92952
Ecuador,ECU,1975,261.33463
Ecuador,ECU,1976,244.91954
Ecuador,ECU,1977,219.80455
Ecuador,ECU,1978,303.2624
Ecuador,ECU,1979,264.62686
Ecuador,ECU,1980,316.92996
Ecuador,ECU,1981,275.78152
Ecuador,ECU,1982,308.7161
Ecuador,ECU,1983,578.56396
Ecuador,ECU,1984,1059.5112
Ecuador,ECU,1985,1047.7247
Ecuador,ECU,1986,1250.0864
Ecuador,ECU,1987,1388.9313
Ecuador,ECU,1988,1431.3671
Ecuador,ECU,1989,1434.7357
Ecuador,ECU,1990,1411.0814
Ecuador,ECU,1991,1404.5531
Ecuador,ECU,1992,1347.4918
Ecuador,ECU,1993,1543.2292
Ecuador,ECU,1994,1710.7899
Ecuador,ECU,1995,1319.8506
Ecuador,ECU,1996,1592.9558
Ecuador,ECU,1997,1611.7576
Ecuador,ECU,1998,1576.9623
Ecuador,ECU,1999,1709.749
Ecuador,ECU,2000,1782.4662
Ecuador,ECU,2001,1617.0675
Ecuador,ECU,2002,1680.2617
Ecuador,ECU,2003,1565.5819
Ecuador,ECU,2004,1578.7887
Ecuador,ECU,2005,1455.0614
Ecuador,ECU,2006,1481.2538
Ecuador,ECU,2007,1842.2983
Ecuador,ECU,2008,2235.4958
Ecuador,ECU,2009,1795.053
Ecuador,ECU,2010,1649.9795
Ecuador,ECU,2011,2074.4421
Ecuador,ECU,2012,2228.6748
Ecuador,ECU,2013,1983.9827
Ecuador,ECU,2014,2041.3867
Ecuador,ECU,2015,2280.373
Ecuador,ECU,2016,2693.4875
Ecuador,ECU,2017,3301.925
Ecuador,ECU,2018,3313.8625
Ecuador,ECU,2019,3870.566
Ecuador,ECU,2020,3735.9443
Ecuador,ECU,2021,3849.0164
Egypt,EGY,1965,166.22182
Egypt,EGY,1966,170.72438
Egypt,EGY,1967,179.43834
Egypt,EGY,1968,267.22934
Egypt,EGY,1969,347.11508
Egypt,EGY,1970,398.63367
Egypt,EGY,1971,419.7267
Egypt,EGY,1972,420.12766
Egypt,EGY,1973,410.48236
Egypt,EGY,1974,476.82825
Egypt,EGY,1975,517.9986
Egypt,EGY,1976,596.89594
Egypt,EGY,1977,658.6013
Egypt,EGY,1978,706.2634
Egypt,EGY,1979,666.39575
Egypt,EGY,1980,662.5382
Egypt,EGY,1981,672.6216
Egypt,EGY,1982,673.1312
Egypt,EGY,1983,612.92584
Egypt,EGY,1984,584.994
Egypt,EGY,1985,540.62317
Egypt,EGY,1986,515.9059
Egypt,EGY,1987,501.93137
Egypt,EGY,1988,480.8104
Egypt,EGY,1989,503.04904
Egypt,EGY,1990,514.39484
Egypt,EGY,1991,500.2728
Egypt,EGY,1992,483.0623
Egypt,EGY,1993,486.19
Egypt,EGY,1994,505.331
Egypt,EGY,1995,515.7584
Egypt,EGY,1996,517.92816
Egypt,EGY,1997,519.5519
Egypt,EGY,1998,522.93585
Egypt,EGY,1999,569.01874
Egypt,EGY,2000,590.7526
Egypt,EGY,2001,588.46686
Egypt,EGY,2002,557.44995
Egypt,EGY,2003,504.9414
Egypt,EGY,2004,495.74432
Egypt,EGY,2005,476.3626
Egypt,EGY,2006,472.55008
Egypt,EGY,2007,511.78354
Egypt,EGY,2008,537.15546
Egypt,EGY,2009,483.79922
Egypt,EGY,2010,457.72223
Egypt,EGY,2011,455.53012
Egypt,EGY,2012,446.8069
Egypt,EGY,2013,433.09143
Egypt,EGY,2014,418.14926
Egypt,EGY,2015,430.44125
Egypt,EGY,2016,424.63327
Egypt,EGY,2017,405.2517
Egypt,EGY,2018,417.0534
Egypt,EGY,2019,512.83026
Egypt,EGY,2020,600.90295
Egypt,EGY,2021,600.97784
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,13.193124
Estonia,EST,1996,11.133028
Estonia,EST,1997,17.958452
Estonia,EST,1998,27.145493
Estonia,EST,1999,35.724926
Estonia,EST,2000,40.28717
Estonia,EST,2001,40.107872
Estonia,EST,2002,78.13919
Estonia,EST,2003,100.96816
Estonia,EST,2004,135.22575
Estonia,EST,2005,238.19603
Estonia,EST,2006,280.86493
Estonia,EST,2007,324.07025
Estonia,EST,2008,429.10822
Estonia,EST,2009,1226.3083
Estonia,EST,2010,2412.756
Estonia,EST,2011,2710.4856
Estonia,EST,2012,3403.2217
Estonia,EST,2013,2766.05
Estonia,EST,2014,3103.1965
Estonia,EST,2015,3423.7578
Estonia,EST,2016,3446.1414
Estonia,EST,2017,4057.0618
Estonia,EST,2018,4408.917
Estonia,EST,2019,4673.121
Estonia,EST,2020,6244.1133
Estonia,EST,2021,7102.567
Europe,,1965,1789.7993
Europe,,1966,1931.783
Europe,,1967,1903.3108
Europe,,1968,2013.0059
Europe,,1969,2027.7032
Europe,,1970,2135.5166
Europe,,1971,2148.5166
Europe,,1972,2180.549
Europe,,1973,2194.0894
Europe,,1974,2353.623
Europe,,1975,2340.808
Europe,,1976,2226.9429
Europe,,1977,2608.1897
Europe,,1978,2689.38
Europe,,1979,2785.8418
Europe,,1980,2762.6052
Europe,,1981,2781.4358
Europe,,1982,2691.6428
Europe,,1983,2776.2578
Europe,,1984,2874.1572
Europe,,1985,2769.1455
Europe,,1986,2712.605
Europe,,1987,2844.6104
Europe,,1988,2944.1067
Europe,,1989,2671.0498
Europe,,1990,2730.5908
Europe,,1991,2776.503
Europe,,1992,2847.2178
Europe,,1993,2916.5251
Europe,,1994,2969.5842
Europe,,1995,2994.7268
Europe,,1996,2821.427
Europe,,1997,2947.028
Europe,,1998,3081.2227
Europe,,1999,3159.561
Europe,,2000,3317.8518
Europe,,2001,3377.787
Europe,,2002,3144.009
Europe,,2003,3021.8552
Europe,,2004,3305.9387
Europe,,2005,3393.847
Europe,,2006,3412.7798
Europe,,2007,3576.4507
Europe,,2008,3738.7979
Europe,,2009,3843.579
Europe,,2010,4116.2324
Europe,,2011,4018.1301
Europe,,2012,4442.773
Europe,,2013,4818.875
Europe,,2014,4906.7974
Europe,,2015,5003.996
Europe,,2016,5109.004
Europe,,2017,5136.394
Europe,,2018,5451.8306
Europe,,2019,5544.632
Europe,,2020,6015.084
Europe,,2021,6121.2207
European Union (27),,1965,1711.542
European Union (27),,1966,1854.8538
European Union (27),,1967,1778.8601
European Union (27),,1968,1804.7966
European Union (27),,1969,1764.8658
European Union (27),,1970,1863.084
European Union (27),,1971,1841.0981
European Union (27),,1972,1915.9629
European Union (27),,1973,1898.068
European Union (27),,1974,2035.6597
European Union (27),,1975,2041.6354
European Union (27),,1976,1780.532
European Union (27),,1977,2338.8225
European Union (27),,1978,2272.3032
European Union (27),,1979,2369.7163
European Union (27),,1980,2249.7478
European Union (27),,1981,2210.211
European Union (27),,1982,2160.811
European Union (27),,1983,2198.3962
European Union (27),,1984,2225.0286
European Union (27),,1985,2275.053
European Union (27),,1986,2155.4624
European Union (27),,1987,2348.9658
European Union (27),,1988,2473.8823
European Union (27),,1989,2032.0658
European Union (27),,1990,2147.4255
European Union (27),,1991,2242.514
European Union (27),,1992,2331.9265
European Union (27),,1993,2400.1292
European Union (27),,1994,2472.5078
European Union (27),,1995,2485.037
European Union (27),,1996,2479.0256
European Union (27),,1997,2593.4265
European Union (27),,1998,2714.1099
European Union (27),,1999,2723.5232
European Union (27),,2000,2890.298
European Union (27),,2001,3059.064
European Union (27),,2002,2742.0513
European Union (27),,2003,2759.416
European Union (27),,2004,3041.0002
European Union (27),,2005,3062.904
European Union (27),,2006,3246.6604
European Union (27),,2007,3459.988
European Union (27),,2008,3777.5723
European Union (27),,2009,3984.3677
European Union (27),,2010,4529.221
European Union (27),,2011,4472.0005
European Union (27),,2012,5015.5366
European Union (27),,2013,5434.135
European Union (27),,2014,5608.088
European Union (27),,2015,5709.4707
European Union (27),,2016,5768.9907
European Union (27),,2017,5786.4653
European Union (27),,2018,6187.0093
European Union (27),,2019,6369.0503
European Union (27),,2020,6838.3535
European Union (27),,2021,6966.489
Finland,FIN,1965,6059.329
Finland,FIN,1966,6699.55
Finland,FIN,1967,7464.0547
Finland,FIN,1968,6702.024
Finland,FIN,1969,5592.123
Finland,FIN,1970,6113.6094
Finland,FIN,1971,6847.3696
Finland,FIN,1972,6615.096
Finland,FIN,1973,6704.5054
Finland,FIN,1974,8008.115
Finland,FIN,1975,7662.7485
Finland,FIN,1976,5933.234
Finland,FIN,1977,7601.497
Finland,FIN,1978,6097.025
Finland,FIN,1979,6746.585
Finland,FIN,1980,6321.2793
Finland,FIN,1981,8411.97
Finland,FIN,1982,8018.4023
Finland,FIN,1983,8270.277
Finland,FIN,1984,8024.3057
Finland,FIN,1985,7440.0625
Finland,FIN,1986,7449.2686
Finland,FIN,1987,8271.097
Finland,FIN,1988,7987.9995
Finland,FIN,1989,7761.2256
Finland,FIN,1990,9741.237
Finland,FIN,1991,10967.082
Finland,FIN,1992,11995.887
Finland,FIN,1993,11620.38
Finland,FIN,1994,10905.784
Finland,FIN,1995,11614.075
Finland,FIN,1996,10496.511
Finland,FIN,1997,11765.111
Finland,FIN,1998,14359.096
Finland,FIN,1999,12451.97
Finland,FIN,2000,13681.06
Finland,FIN,2001,12539.285
Finland,FIN,2002,11543.171
Finland,FIN,2003,11064.066
Finland,FIN,2004,14685.908
Finland,FIN,2005,13264.801
Finland,FIN,2006,12780.289
Finland,FIN,2007,13653.708
Finland,FIN,2008,15577.376
Finland,FIN,2009,12289.201
Finland,FIN,2010,13620.482
Finland,FIN,2011,13622.581
Finland,FIN,2012,15717.376
Finland,FIN,2013,14247.822
Finland,FIN,2014,14953.815
Finland,FIN,2015,16907.242
Finland,FIN,2016,16182.057
Finland,FIN,2017,17085.14
Finland,FIN,2018,17357.646
Finland,FIN,2019,17320.863
Finland,FIN,2020,18814.496
Finland,FIN,2021,20123.209
France,FRA,1965,2877.9392
France,FRA,1966,3196.6921
France,FRA,1967,2767.561
France,FRA,1968,3062.7078
France,FRA,1969,3193.5447
France,FRA,1970,3403.9673
France,FRA,1971,2921.5176
France,FRA,1972,2902.7405
France,FRA,1973,2817.488
France,FRA,1974,3284.029
France,FRA,1975,3474.894
France,FRA,1976,2806.4766
France,FRA,1977,4347.137
France,FRA,1978,3886.5232
France,FRA,1979,3764.599
France,FRA,1980,3914.925
France,FRA,1981,4040.2947
France,FRA,1982,3931.628
France,FRA,1983,3852.5142
France,FRA,1984,3636.067
France,FRA,1985,3446.822
France,FRA,1986,3460.804
France,FRA,1987,3878.2788
France,FRA,1988,4179.7427
France,FRA,1989,2570.5996
France,FRA,1990,2931.7527
France,FRA,1991,3125.4175
France,FRA,1992,3706.9573
France,FRA,1993,3480.3896
France,FRA,1994,4210.9272
France,FRA,1995,3925.5178
France,FRA,1996,3569.0667
France,FRA,1997,3467.1616
France,FRA,1998,3358.6633
France,FRA,1999,3885.1262
France,FRA,2000,3572.3638
France,FRA,2001,3946.9763
France,FRA,2002,3238.0798
France,FRA,2003,3139.5588
France,FRA,2004,3149.588
France,FRA,2005,2795.1843
France,FRA,2006,3064.4114
France,FRA,2007,3325.7244
France,FRA,2008,3811.0188
France,FRA,2009,3611.5918
France,FRA,2010,3946.2603
France,FRA,2011,3298.0674
France,FRA,2012,4176.7754
France,FRA,2013,4812.1255
France,FRA,2014,4591.8296
France,FRA,2015,4465.7085
France,FRA,2016,4735.4863
France,FRA,2017,4459.287
France,FRA,2018,5268.273
France,FRA,2019,5254.246
France,FRA,2020,5642.778
France,FRA,2021,5535.2085
Germany,DEU,1965,630.46985
Germany,DEU,1966,676.69934
Germany,DEU,1967,638.0515
Germany,DEU,1968,643.56244
Germany,DEU,1969,519.79626
Germany,DEU,1970,699.71356
Germany,DEU,1971,547.46606
Germany,DEU,1972,537.892
Germany,DEU,1973,615.1854
Germany,DEU,1974,707.0847
Germany,DEU,1975,688.2121
Germany,DEU,1976,574.5424
Germany,DEU,1977,715.5292
Germany,DEU,1978,749.3453
Germany,DEU,1979,756.81415
Germany,DEU,1980,805.5868
Germany,DEU,1981,832.1735
Germany,DEU,1982,826.0129
Germany,DEU,1983,776.7313
Germany,DEU,1984,772.0567
Germany,DEU,1985,730.3256
Germany,DEU,1986,771.34814
Germany,DEU,1987,829.486
Germany,DEU,1988,823.5053
Germany,DEU,1989,755.32306
Germany,DEU,1990,706.22363
Germany,DEU,1991,651.4918
Germany,DEU,1992,760.0544
Germany,DEU,1993,784.4712
Germany,DEU,1994,850.47345
Germany,DEU,1995,925.64606
Germany,DEU,1996,849.6407
Germany,DEU,1997,897.6352
Germany,DEU,1998,971.6044
Germany,DEU,1999,1082.577
Germany,DEU,2000,1411.9044
Germany,DEU,2001,1465.9188
Germany,DEU,2002,1743.0519
Germany,DEU,2003,1795.5338
Germany,DEU,2004,2228.5981
Germany,DEU,2005,2541.3733
Germany,DEU,2006,3015.7456
Germany,DEU,2007,3670.635
Germany,DEU,2008,3787.327
Germany,DEU,2009,3841.31
Germany,DEU,2010,4159.3496
Germany,DEU,2011,4815.5254
Germany,DEU,2012,5489.649
Germany,DEU,2013,5713.3823
Germany,DEU,2014,6015.0664
Germany,DEU,2015,6824.343
Germany,DEU,2016,6813.8687
Germany,DEU,2017,7625.977
Germany,DEU,2018,7817.037
Germany,DEU,2019,8340.856
Germany,DEU,2020,8700.622
Germany,DEU,2021,8189.967
Greece,GRC,1965,277.79437
Greece,GRC,1966,600.37665
Greece,GRC,1967,576.258
Greece,GRC,1968,474.8488
Greece,GRC,1969,712.70374
Greece,GRC,1970,912.1987
Greece,GRC,1971,914.39307
Greece,GRC,1972,918.6687
Greece,GRC,1973,758.4919
Greece,GRC,1974,794.9931
Greece,GRC,1975,676.6668
Greece,GRC,1976,624.9622
Greece,GRC,1977,632.6603
Greece,GRC,1978,972.60974
Greece,GRC,1979,1146.8804
Greece,GRC,1980,1081.8069
Greece,GRC,1981,1069.5896
Greece,GRC,1982,1105.0518
Greece,GRC,1983,718.04694
Greece,GRC,1984,868.847
Greece,GRC,1985,842.90985
Greece,GRC,1986,962.67694
Greece,GRC,1987,819.9477
Greece,GRC,1988,691.6057
Greece,GRC,1989,550.45416
Greece,GRC,1990,508.31885
Greece,GRC,1991,882.4117
Greece,GRC,1992,624.24744
Greece,GRC,1993,652.25165
Greece,GRC,1994,732.3669
Greece,GRC,1995,982.3841
Greece,GRC,1996,1199.8954
Greece,GRC,1997,1065.5768
Greece,GRC,1998,1024.4541
Greece,GRC,1999,1278.961
Greece,GRC,2000,1110.1322
Greece,GRC,2001,779.7644
Greece,GRC,2002,943.9916
Greece,GRC,2003,1540.7242
Greece,GRC,2004,1537.4541
Greece,GRC,2005,1654.1339
Greece,GRC,2006,1970.9341
Greece,GRC,2007,1177.2249
Greece,GRC,2008,1465.7201
Greece,GRC,2009,2075.4766
Greece,GRC,2010,2654.0122
Greece,GRC,2011,2049.434
Greece,GRC,2012,2547.079
Greece,GRC,2013,3592.2708
Greece,GRC,2014,3046.585
Greece,GRC,2015,3711.2317
Greece,GRC,2016,3721.9758
Greece,GRC,2017,3450.465
Greece,GRC,2018,4034.1257
Greece,GRC,2019,4028.3193
Greece,GRC,2020,4399.668
Greece,GRC,2021,5430.8706
High-income countries,,1965,2664.828
High-income countries,,1966,2786.1594
High-income countries,,1967,2824.7058
High-income countries,,1968,2874.8782
High-income countries,,1969,2974.7178
High-income countries,,1970,3027.956
High-income countries,,1971,3124.5952
High-income countries,,1972,3226.47
High-income countries,,1973,3205.2456
High-income countries,,1974,3482.0388
High-income countries,,1975,3449.9312
High-income countries,,1976,3293.7185
High-income countries,,1977,3287.5642
High-income countries,,1978,3505.1658
High-income countries,,1979,3616.5293
High-income countries,,1980,3559.936
High-income countries,,1981,3566.3096
High-income countries,,1982,3657.2576
High-income countries,,1983,3820.0137
High-income countries,,1984,3803.622
High-income countries,,1985,3771.0796
High-income countries,,1986,3755.6873
High-income countries,,1987,3728.784
High-income countries,,1988,3708.615
High-income countries,,1989,3633.8398
High-income countries,,1990,3754.924
High-income countries,,1991,3787.2798
High-income countries,,1992,3736.7979
High-income countries,,1993,3901.2163
High-income countries,,1994,3785.9006
High-income countries,,1995,3983.38
High-income countries,,1996,4042.053
High-income countries,,1997,4134.7217
High-income countries,,1998,4040.434
High-income countries,,1999,4065.4456
High-income countries,,2000,4099.991
High-income countries,,2001,3838.4202
High-income countries,,2002,3897.1455
High-income countries,,2003,3838.482
High-income countries,,2004,3921.1628
High-income countries,,2005,4002.4324
High-income countries,,2006,4073.7615
High-income countries,,2007,4072.7937
High-income countries,,2008,4257.6313
High-income countries,,2009,4335.9956
High-income countries,,2010,4505.2065
High-income countries,,2011,4762.1606
High-income countries,,2012,4971.599
High-income countries,,2013,5228.268
High-income countries,,2014,5340.729
High-income countries,,2015,5502.585
High-income countries,,2016,5677.4136
High-income countries,,2017,5929.1265
High-income countries,,2018,6149.256
High-income countries,,2019,6269.688
High-income countries,,2020,6686.857
High-income countries,,2021,6873.405
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.2837399
Hong Kong,HKG,2007,0.34953067
Hong Kong,HKG,2008,0.3214823
Hong Kong,HKG,2009,0.4306875
Hong Kong,HKG,2010,18.248983
Hong Kong,HKG,2011,20.617329
Hong Kong,HKG,2012,19.628168
Hong Kong,HKG,2013,17.18062
Hong Kong,HKG,2014,20.108662
Hong Kong,HKG,2015,26.340643
Hong Kong,HKG,2016,29.519453
Hong Kong,HKG,2017,30.198729
Hong Kong,HKG,2018,31.171293
Hong Kong,HKG,2019,34.30841
Hong Kong,HKG,2020,34.661068
Hong Kong,HKG,2021,35.27964
Hungary,HUN,1965,21.869368
Hungary,HUN,1966,29.075357
Hungary,HUN,1967,23.755962
Hungary,HUN,1968,25.689482
Hungary,HUN,1969,27.323257
Hungary,HUN,1970,25.225956
Hungary,HUN,1971,27.439415
Hungary,HUN,1972,31.346327
Hungary,HUN,1973,28.687922
Hungary,HUN,1974,22.902777
Hungary,HUN,1975,45.81541
Hungary,HUN,1976,46.122116
Hungary,HUN,1977,41.456043
Hungary,HUN,1978,38.26252
Hungary,HUN,1979,40.37518
Hungary,HUN,1980,30.955471
Hungary,HUN,1981,46.511745
Hungary,HUN,1982,44.12329
Hungary,HUN,1983,43.15377
Hungary,HUN,1984,50.58308
